"ID",Reference,Component,Use Case,Threat,Name,Description,State,Test Result
912cd0d5-453e-4a0e-91bf-2e5ff766cfc8,C-BROWSER-CNT-03,Browser,Spoofing,Attackers conduct phishing attacks through deceptive websites,Deploy anti-phishing protection,"<p>Implement and regularly update anti-phishing protection on all client machines to safeguard users from deceptive websites and phishing attempts. This control leverages browser-integrated security features and threat intelligence to detect and block fraudulent sites, protecting sensitive credentials and personal data. Regular configuration reviews and updates ensure that phishing protection remains effective against emerging threats.</p><p><strong>Implementation Steps:</strong></p><p><strong>Enable Browser Phishing Protection:</strong><br>Activate the built-in anti-phishing features available in the browser settings, ensuring that users are warned about potentially deceptive websites.</p><p><strong>Integrate Threat Intelligence Feeds:</strong><br>Connect the browser’s security system to reputable threat intelligence services (e.g., Google Safe Browsing) to keep filtering rules current with the latest phishing data.</p><p><strong>Enforce Organizational Policies:</strong><br>Use centralized management tools (e.g., Group Policy or MDM solutions) to enforce anti-phishing configurations across all client machines.</p><p><strong>Monitor and Review:</strong><br>Regularly audit and monitor logs for phishing detection alerts, and adjust settings as necessary to maintain a robust defense against phishing attacks.</p><p><strong>References:</strong></p><ul><li><a href=""https://safebrowsing.google.com"">Google Safe Browsing API</a></li></ul>",recommended,not-tested
96a454ab-84be-4a5d-83c9-c35ea1d333f9,C-AZURE-IOT-EDGE-CNT-03,M3,Tampering,Lack of runtime attestation,Integrate runtime attestation,"<p>Ensuring that Azure IoT Edge devices are running only authorized software is critical for maintaining the security and integrity of IoT environments. Implementing runtime attestation mechanisms can effectively verify the software integrity and authenticity on these devices. Follow the steps below to set up and utilize runtime attestation:</p>

<ol>
    <li>
        <p><strong>Enable Device Identity and Access Control:</strong></p>
        <ul>
            <li>Assign each IoT Edge device a unique identity through the Azure IoT Hub. This helps maintain a secure channel for communication and attestation verification.</li>
            <li>Utilize Azure Active Directory to manage role-based access controls, ensuring that only authorized users and services can interact with your IoT Edge devices.</li>
        </ul>
    </li>
    <li>
        <p><strong>Use TPM for Secure Attestation:</strong></p>
        <ul>
            <li>Make sure your IoT Edge devices support a Trusted Platform Module (TPM). TPMs provide a hardware-based mechanism for securely storing cryptographic keys and credentials.</li>
            <li>Configure the IoT Edge runtime on devices to use the TPM for performing and verifying attestation processes.</li>
        </ul>
    </li>
    <li>
        <p><strong>Configure Azure Policy for Compliance:</strong></p>
        <ul>
            <li>Set up Azure Policy definitions that specify the allowed images and software versions for your IoT Edge deployments. This assists in maintaining fleet-wide compliance.</li>
            <li>Regularly audit and update these policies to reflect new requirements and software updates.</li>
        </ul>
    </li>
    <li>
        <p><strong>Set Up Automated Security Monitoring:</strong></p>
        <ul>
            <li>Use Azure Security Center for IoT to monitor the security posture of your IoT Edge devices in real-time, identifying any unauthorized modifications to runtime configurations.</li>
            <li>Implement alerts that notify you immediately when an attestation fails, triggering a review or automated remediation process.</li>
        </ul>
    </li>
    <li>
        <p><strong>Perform Regular Software Updates and Patching:</strong></p>
        <ul>
            <li>Regularly update and patch your IoT Edge software and modules to mitigate known vulnerabilities. Use the automatic updates feature when applicable.</li>
            <li>Craft a continuous deployment pipeline using Azure DevOps to push secure software updates while ensuring they go through proper attestation checks before going live.</li>
        </ul>
    </li>
    <li>
        <p><strong>Review Attestation Logs:</strong></p>
        <ul>
            <li>Periodically review attestation logs and reports within Azure to ensure that only authorized software is running on your devices.</li>
            <li>Utilize these logs to identify patterns or anomalies that might indicate a security breach.</li>
        </ul>
    </li>
</ol>

<p><strong>References</strong></p>
<ul>
    <li><a href=""https://learn.microsoft.com/en-us/azure/iot-edge/security"">Azure IoT Edge Security</a></li>
</ul>
",recommended,not-tested
97defa06-679b-491f-a1f5-70d3714408fa,C-VIDEO-CAMERA-CNT-04,USB Video Camera,Elevation of Privilege,Attackers attempt to brute force weak camera passwords,Implement account lockout or rate limiting on failed login attempts,"<p>Implementing account lockout or rate limiting on failed login attempts is a vital security measure aimed at protecting video cameras from unauthorized access and brute-force attacks. By limiting the number of consecutive unsuccessful login attempts, this control helps prevent attackers from systematically guessing or cracking user credentials, thereby enhancing the overall security of the video surveillance system.</p><p><strong>Account Lockout Policies:</strong><br>Configure video cameras to lock user accounts after a predefined number of consecutive failed login attempts (e.g., five attempts). Once locked, the account remains inaccessible for a specified duration or until an administrator manually unlocks it. This approach deters attackers by increasing the time and effort required to gain unauthorized access through repeated guessing.</p><p><strong>Rate Limiting:</strong><br>Implement rate limiting to restrict the number of login attempts from a single IP address or user account within a specific time frame (e.g., no more than ten attempts within ten minutes). Rate limiting slows down brute-force attacks by enforcing delays between successive login attempts, making it more difficult for automated tools to succeed in guessing valid credentials.</p><p><strong>Progressive Delays and Notifications:</strong><br>Introduce progressive delays after each failed login attempt, gradually increasing the wait time to discourage rapid, automated attacks. Additionally, configure the system to send alerts or notifications to administrators when multiple failed login attempts are detected, enabling timely investigation and response to potential security threats.</p><p><strong>Reference:</strong></p><ul><li><a href=""https://pages.nist.gov/800-63-3/sp800-63b.html"">Digital Identity Guidelines (NIST Special Publication 800-63B)</a></li></ul>",recommended,not-tested
99c01248-b3ba-4266-bb99-e389a60e9d09,C-IOT-HUB-IM-7,Azure IoT Hub,Tampering,Unauthorized access via local authentication and hard-coded credentials,Restrict resource access based on conditions,"Use Azure AD conditional access for more granular access controls based on user-defined conditions, such as requiring user logins from certain IP ranges (or devices) to use MFA. Azure AD Conditional Access allows you to enforce access controls on your organization’s apps based on certain conditions. 

Define the applicable conditions and criteria for Azure AD conditional access in the workload. Consider the following common use cases: 
- Requiring multi-factor authentication for users with administrative roles
- Requiring multi-factor authentication for Azure management tasks
- Blocking sign-ins for users attempting to use legacy authentication protocols
- Requiring trusted locations for Azure AD Multi-Factor Authentication registration
- Blocking or granting access from specific locations
- Blocking risky sign-in behaviors
- Requiring organization-managed devices for specific applications

Note: Granular authentication session management controls can also be implemented through Azure AD conditional access policies such as sign-in frequency and persistent browser session.",recommended,not-tested
9ac6716a-6292-4327-8840-078a30b74f00,C-STORAGE-IM-1,Azure Storage,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,Use centralized identity and authentication system,"Azure Active Directory (Azure AD) is Azure's identity and authentication management service. You should standardize on Azure AD to govern your organization's identity and authentication in:
- Microsoft cloud resources, such as Azure Storage, Azure Virtual Machines (Linux and Windows), Azure Key Vault, PaaS, and SaaS applications.
- Your organization's resources, such as applications on Azure, third-party applications running on your corporate network resources, and third-party SaaS applications. 
- Your enterprise identities in Active Directory by synchronization to Azure AD to ensure a consistent and centrally managed identity strategy.

For the Azure services that apply, avoid use of local authentication methods and instead use Azure Active Directory to centralize your service authentications.

Note: As soon as it is technically feasible, you should migrate on-premises Active Directory-based applications to Azure AD. This could be an Azure AD Enterprise Directory, Business to Business configuration, or Business to consumer configuration.",recommended,not-tested
9c8a9ed6-3fb3-4f21-acba-2103318ff6c2,C-BROWSER-CNT-05,Browser,Spoofing,Attackers intercept browser communications through man-in-the-middle (MitM) attacks,Enforce strict certificate validation,"<p>Implement and regularly update strict certificate validation on all client machines to ensure that the browser only establishes secure connections with trusted websites. This control verifies that SSL/TLS certificates are valid and issued by recognized Certificate Authorities (CAs), preventing attackers from using forged certificates for man-in-the-middle attacks.</p><p><strong>Implementation Steps:</strong></p><p><strong>Enable Certificate Validation:</strong><br>Configure the browser to enforce strict certificate validation, ensuring that invalid, expired, or self-signed certificates trigger warnings or connection blocks.</p><p><strong>Leverage Centralized Policies:</strong><br>Use enterprise management tools (e.g., Group Policy or MDM solutions) to enforce certificate validation settings across all client machines.</p><p><strong>Monitor Certificate Revocations:</strong><br>Ensure that the browser is set to regularly check Certificate Revocation Lists (CRLs) or use Online Certificate Status Protocol (OCSP) to verify certificate validity.</p><p><strong>Regularly Audit Configurations:</strong><br>Periodically review and test the certificate validation process to confirm that it effectively blocks connections to untrusted sites.</p><p><strong>References:</strong></p><ul><li><a href=""https://cheatsheetseries.owasp.org/cheatsheets/Transport_Layer_Security_Cheat_Sheet.html"">OWASP Transport Layer Protection Cheat Sheet</a></li></ul>",recommended,not-tested
9e3f4c9c-ed48-4097-8a10-c3912ec0469d,C-STORAGE-DP-6,Azure,Information Disclosure,Unauthorized access to customer-managed keys and data in Azure Storage,Use a secure key management process,"Use Azure Key Vault to create and control your encryption keys life cycle, including key generation, distribution, and storage. Rotate and revoke your keys in Azure Key Vault and your service based on the defined schedule and when there is a key retirement or compromise. Require a certain cryptographic type and minimum key size when generating keys.

When there is a need to use customer-managed key (CMK) in the workload services or applications, ensure you follow the best practices:
- Use a key hierarchy to generate a separate data encryption key (DEK) with your key encryption key (KEK) in your key vault. 
- Ensure keys are registered with Azure Key Vault and implemented via key IDs in each service or application.

To maximize the key material lifetime and portability, bring your own key (BYOK) to the services (i.e., importing HSM-protected keys from your on-premises HSMs into Azure Key Vault). Follow the recommended guideline to perform the key generation and key transfer.

Note: Refer to the below for the FIPS 140-2 level for Azure Key Vault types and FIPS compliance/validation level.
- Software-protected keys in vaults (Premium & Standard SKUs):  FIPS 140-2 Level 1
- HSM-protected keys in vaults (Premium SKU): FIPS 140-2 Level 2
- HSM-protected keys in Managed HSM: FIPS 140-2 Level 3
Azure Key Vault Premium uses a shared HSM infrastructure in the backend. Azure Key Vault Managed HSM uses dedicated, confidential service endpoints with a dedicated HSM for when you need a higher level of key security.",recommended,not-tested
9f44d367-ae1d-4651-a220-b61268245aa6,C-AZURE-IOT-EDGE-CNT-02,M3,Information Disclosure,Insufficient encryption of data at rest,Enable encryption at rest,"<section>
    <p>To ensure that all data stored on Azure IoT Edge devices is encrypted at rest and protected from unauthorized access, follow the step-by-step guidance below using Azure's built-in encryption capabilities:</p>
    
    <ol>
        <li>
            <p>Before deploying Azure IoT Edge on your devices, ensure they support encryption at rest. This typically involves a hardware security module (HSM) or a Trusted Platform Module (TPM) for secure key storage:</p>
            <ul>
                <li>Check the device’s compatibility with encryption standards and assess whether a software-based encryption approach is necessary if hardware encryption is unavailable.</li>
            </ul>
        </li>
        <li>
            <p>Install Azure IoT Edge on your devices:</p>
            <ul>
                <li>Follow the instructions provided by Microsoft to set up the IoT Edge runtime on your equipment. Detailed setup instructions can be found <a href=""https://learn.microsoft.com/en-us/azure/iot-edge/how-to-install-iot-edge"">here</a>.</li>
            </ul>
        </li>
        <li>
            <p>Implement data encryption for modules running on IoT Edge. Use the following guidelines:</p>
            <ul>
                <li>Leverage Azure Storage account in the cloud or use Azure Blob Storage on IoT Edge. Both support server-side encryption at rest with either Microsoft-managed keys or customer-managed keys using Azure Key Vault.</li>
                <li>For data stored locally, consider utilizing BitLocker (on Windows-based IoT Edge devices) or the LUKS (Linux Unified Key Setup) encryption on Linux devices.</li>
                <li>When using Azure Blob Storage on IoT Edge, ensure that encryption features are enabled through the Azure portal or Azure CLI.</li>
            </ul>
        </li>
        <li>
            <p>Enable double encryption if needed for highly sensitive data:</p>
            <ul>
                <li>Optionally employ client-side encryption before sending data to Azure Blob Storage, ensuring another layer of protection by encrypting data with Azure's Storage Client Library before upload.</li>
            </ul>
        </li>
        <li>
            <p>Regularly review and update security policies and ensure that all software components of your IoT Edge deployments are kept up to date with security patches:</p>
            <ul>
                <li>Monitor for updates or vulnerabilities reported by Microsoft and relevant industry standards regarding encryption technologies.</li>
                <li>Implement automated update systems where possible to minimize the risk of outdated software exposing encryption keys or data.</li>
            </ul>
        </li>
    </ol>
</section>
<p><strong>References</strong></p>
<ul>
    <li><a href=""https://learn.microsoft.com/en-us/azure/iot-edge/security"">Azure IoT Edge Security</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/storage/common/storage-service-encryption"">Azure Storage Service Encryption</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/security/fundamentals/encryption-atrest"">Azure Encryption of Data at Rest</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/key-vault/general/overview"">Azure Key Vault Overview</a></li>
</ul>",recommended,not-tested
9f9d2a30-7a12-4d7b-8b16-3ac0d2ee51d5,C-BROWSER-CNT-08,Browser,Elevation of Privilege,Attackers exploit browser vulnerabilities to execute malicious code,Apply security hardening measures,"<p>Implement and regularly update security hardening measures on all client machines to reduce the attack surface and mitigate vulnerabilities within the browser. These measures involve configuring the browser to disable unnecessary features, enforcing secure settings, and applying patches that strengthen the overall security posture against potential threats. Regular audits and updates ensure that the browser remains resilient against evolving attack vectors.</p><p><strong>Implementation Steps:</strong></p><p><strong>Review and Configure Default Settings:</strong><br>Examine the browser’s default configuration and disable non-essential features that could expose vulnerabilities.</p><p><strong>Enforce Secure Configuration:</strong><br>Apply recommended security settings, such as disabling insecure protocols and enabling strict privacy controls, through centralized management or configuration scripts.</p><p><strong>Regularly Update and Patch:</strong><br>Ensure that the browser and its security settings are updated regularly to include the latest hardening recommendations and patches.</p><p><strong>Conduct Security Audits:</strong><br>Schedule periodic security audits to verify the effectiveness of the hardening measures and adjust configurations based on emerging threats.</p><p><strong>References:</strong></p><ul><li><a href=""https://owasp.org/www-project-secure-coding-practices-quick-reference-guide/"">OWASP Secure Configuration Guide</a></li></ul>",recommended,not-tested
a174caca-00c6-43e3-b537-539477397a0c,C-COGNITIVE-SERVICES-IM-3,Azure Cognitive Service,Tampering,Unauthorized access due to misconfigured Azure AD authentication controls,Manage application identities securely and automatically,"Use Azure managed identities, which can authenticate to Azure services and resources that support Azure AD authentication. Managed identity credentials are fully managed, rotated, and protected by the platform, avoiding hard-coded credentials in source code or configuration files. 

For services that don't support managed identities, use Azure AD to create a service principal with restricted permissions at the resource level. It is recommended to configure service principals with certificate credentials and fall back to client secrets for authentication. 
",recommended,not-tested
a2256098-c251-4d95-b68b-8a518c39b32b,C-STORAGE-IM-1,Azure,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,Use centralized identity and authentication system,"Azure Active Directory (Azure AD) is Azure's identity and authentication management service. You should standardize on Azure AD to govern your organization's identity and authentication in:
- Microsoft cloud resources, such as Azure Storage, Azure Virtual Machines (Linux and Windows), Azure Key Vault, PaaS, and SaaS applications.
- Your organization's resources, such as applications on Azure, third-party applications running on your corporate network resources, and third-party SaaS applications. 
- Your enterprise identities in Active Directory by synchronization to Azure AD to ensure a consistent and centrally managed identity strategy.

For the Azure services that apply, avoid use of local authentication methods and instead use Azure Active Directory to centralize your service authentications.

Note: As soon as it is technically feasible, you should migrate on-premises Active Directory-based applications to Azure AD. This could be an Azure AD Enterprise Directory, Business to Business configuration, or Business to consumer configuration.",recommended,not-tested
a2996ffa-3a08-4539-bb7a-c9b1f171484a,C-COGNITIVE-SERVICES-PA-7,Azure Cognitive Service,Elevation of Privilege,Unauthorized access to Azure resources through misconfigured RBAC roles,Follow just enough administration (least privilege) principle,"Use Azure role-based access control (Azure RBAC) to manage Azure resource access through role assignments. Through RBAC, you can assign roles to users, groups, service principals, and managed identities. There are pre-defined built-in roles for certain resources, and these roles can be inventoried or queried through tools such as Azure CLI, Azure PowerShell, and the Azure portal. 

The privileges you assign to resources through Azure RBAC should always be limited to what's required by the roles. Limited privileges will complement the just-in-time (JIT) approach of Azure AD Privileged Identity Management (PIM), and those privileges should be reviewed periodically. If required, you can also use PIM to define a time-bound assignment, which is a condition in a role assignment where a user can only activate the role within the specified start and end dates. 

Note: Use Azure built-in roles to allocate permissions and only create custom roles when required.",recommended,not-tested
a2f6c8f7-6063-4892-81ad-362a4f759c86,C-AZURE-IOT-EDGE-CNT-01,M2,Tampering,Unauthorized access to IoT Edge devices,Implement certificate-based authentication,"<p>Implementing certificate-based authentication for Azure IoT Edge involves several steps to ensure secure communication between devices, modules, and other system actors. Follow these steps to configure and establish certificate-based authentication derived from PKiX standards:</p>

<ol>
    <li><strong>Set Up Your Public Key Infrastructure (PKI):</strong>
        <ul>
            <li>Design or acquire a Public Key Infrastructure (PKI) solution that aligns with your organization's security policies and compliance requirements.</li>
            <li>Ensure that your PKI supports X.509 certificates, as these are a standard for IoT Edge security.</li>
        </ul>
    </li>
    <li><strong>Generate Certificates:</strong>
        <ul>
            <li>Create a root certificate authority (CA) if your organization doesn’t already have one. This CA will be used to sign all devices and module certificates.</li>
            <li>Generate intermediate and leaf certificates under your root CA. These will represent devices, modules, and users interacting with the IoT Edge.</li>
            <li>Each certificate should include a unique subject name to ensure precise identity verification of each entity.</li>
        </ul>
    </li>
    <li><strong>Configure IoT Edge to Use Certificates:</strong>
        <ul>
            <li>Install the root certificate authority on the IoT Edge device. This will help IoT Edge to verify the signatures on identity certificates of clients.</li>
            <li>Deploy device and module certificates onto the respective devices and modules.</li>
            <li>Configure Azure IoT Edge runtime to use these certificates by updating its configuration file (`config.yaml`). Specifically, specify the paths to the certificate files and any related keys.</li>
        </ul>
    </li>
    <li><strong>Secure Certificate Storage and Distribution:</strong>
        <ul>
            <li>Use Azure Key Vault or a similar secure store to manage and periodically rotate certificates and private keys.</li>
            <li>Apply best practices for secure access to keys and certificates, ensuring that they are isolated from non-essential components.</li>
        </ul>
    </li>
    <li><strong>Enable Certificate Revocation Checks:</strong>
        <ul>
            <li>Configure IoT Edge to perform revocation checks for certificates against Online Certificate Status Protocol (OCSP) or Certificate Revocation Lists (CRL) to ensure all entities are trusted and valid.</li>
        </ul>
    </li>
    <li><strong>Regularly Audit and Monitor Certification Status:</strong>
        <ul>
            <li>Schedule regular audits of your certificate and key usage to ensure integrity and compliance with security policies.</li>
            <li>Monitor logs and alerts related to certificate validation and access, making use of Azure Security Center for IoT for enhanced visibility.</li>
        </ul>
    </li>
</ol>

<p><strong>References</strong></p>
<ul>
    <li><a href=""https://learn.microsoft.com/en-us/azure/iot-edge/security"">Azure IoT Edge Security</a></li>
</ul>
",recommended,not-tested
a54efbb8-24b1-4352-8598-5f7104ff1738,C-VIDEO-CAMERA-CNT-01,USB Video Camera,Information Disclosure,Attackers intercept unencrypted video feed to capture sensitive footage,Enable end-to-end encryption for video streams,"<p>Enabling end-to-end encryption for video streams is a critical security measure designed to protect the confidentiality and integrity of video data transmitted from video cameras to storage or viewing devices. This ensures that video footage remains secure from interception, unauthorized access, and tampering during transmission.</p><p><strong>Implementing Encryption Protocols:</strong> Configure video cameras and their associated software to use strong encryption standards, such as AES-256, for all video data transmitted over the network. Utilizing protocols like Transport Layer Security (TLS) or Secure Real-time Transport Protocol (SRTP) ensures that video streams are encrypted from the source to the destination.</p><p><strong>Authentication and Key Management:</strong> Ensure that encryption keys are securely generated, distributed, and managed. Employing certificate-based authentication and secure key exchange mechanisms helps maintain the integrity of encrypted video streams and prevents unauthorized decryption.</p><p><strong>Device Compatibility and Performance:</strong> Select encryption methods compatible with existing hardware to avoid performance degradation. Optimizing encryption settings ensures that video quality and transmission speeds are maintained while providing robust security.</p><p><strong>Reference:</strong></p><ul><li><a href=""https://www.nist.gov/publications/securing-wireless-networks"">Securing Wireless Networks</a></li></ul>",recommended,not-tested
a6316604-df72-4e2e-81ba-9d1bcbe3e6b1,C-STORAGE-DP-5,Azure,Information Disclosure,Unauthorized access to customer-managed keys and data in Azure Storage,Use customer-managed key option in data at rest encryption when required,"Azure also provides an encryption option using keys managed by yourself (customer-managed keys) for most services. 

Azure Key Vault Standard, Premium, and Managed HSM are natively integrated with many Azure Services for customer-managed key use cases. You may use Azure Key Vault to generate your key or bring your own keys.

However, using the customer-managed key option requires additional operational effort to manage the key lifecycle. This may include encryption key generation, rotation, revoke, and access control, etc. ",recommended,not-tested
a8514299-6519-4219-acd2-a4f51ddc4bb5,C-STORAGE-NS-2,Azure,Information Disclosure,Unauthorized access to Azure Storage through unsecured public connections,Secure cloud native services with network controls,"Deploy private endpoints for all Azure resources that support the Private Link feature, to establish a private access point for the resources. Using Private Link will keep the private connection from routing through the public network. 

Note: Certain Azure services may also allow private communication through the service endpoint feature, though it is recommended to use Azure Private Link for secure and private access to services hosted on Azure platform.

For certain services, you can choose to deploy VNet integration for the service where you can restrict/isolate the VNET to establish a private access point for the service. 

You also have the option to configure the service native network ACL rules or simply disable public network access to block access from the public network. 

For Azure VMs, unless there is a strong use case, you should avoid assigning public IPs/subnet directly to the VM interface and instead use gateway or load balancer services as the front-end for access by the public network. 
",recommended,not-tested
a983090f-cd56-430a-93e1-5e51c297a8d1,C-VIDEO-CAMERA-CNT-03,USB Video Camera,Tampering,Attackers exploit vulnerabilities in camera firmware or software,Regularly apply firmware updates and security patches,"<p>Regularly applying firmware updates and security patches is a crucial security measure aimed at maintaining the integrity and protection of video camera systems. This control ensures that known vulnerabilities are addressed promptly, reducing the risk of exploitation and enhancing the overall security posture of the surveillance infrastructure.</p><p><strong>Firmware Updates:</strong><br>Consistently update the video camera’s firmware by downloading and installing the latest versions provided by the manufacturer. Firmware updates often include critical fixes for security vulnerabilities, performance enhancements, and new features. Keeping firmware current helps protect cameras from known exploits and ensures they operate with the most recent security improvements.</p><p><strong>Security Patches:</strong><br>Implement a systematic patch management process to apply security patches as they become available. This involves monitoring vendor announcements for new patches, testing them in a controlled environment, and deploying them to all video cameras in a timely manner. Applying security patches promptly mitigates the risk of attackers exploiting newly discovered vulnerabilities and maintains the reliability and security of the video surveillance system.</p><p><strong>Reference:</strong></p><ul><li><a href=""https://www.cisa.gov/news-events/news/understanding-patches-and-software-updates"">Understanding Patches and Software Updates</a></li></ul>",recommended,not-tested
aee17926-09a1-457e-802d-5dcffd5ffe07,C-STORAGE-PA-8,Azure Storage,Elevation of Privilege,Unauthorized access to Azure Storage data via Azure AD permissions,Choose approval process for third-party support,"In support scenarios where Microsoft needs to access your data, use Customer Lockbox to review and either approve or reject each data access request made by Microsoft.",recommended,not-tested
af4244be-422c-4d4d-8967-fd163090c8cf,C-AZURE-IOT-EDGE-CNT-01,M1,Tampering,Unauthorized access to IoT Edge devices,Implement certificate-based authentication,"<p>Implementing certificate-based authentication for Azure IoT Edge involves several steps to ensure secure communication between devices, modules, and other system actors. Follow these steps to configure and establish certificate-based authentication derived from PKiX standards:</p>

<ol>
    <li><strong>Set Up Your Public Key Infrastructure (PKI):</strong>
        <ul>
            <li>Design or acquire a Public Key Infrastructure (PKI) solution that aligns with your organization's security policies and compliance requirements.</li>
            <li>Ensure that your PKI supports X.509 certificates, as these are a standard for IoT Edge security.</li>
        </ul>
    </li>
    <li><strong>Generate Certificates:</strong>
        <ul>
            <li>Create a root certificate authority (CA) if your organization doesn’t already have one. This CA will be used to sign all devices and module certificates.</li>
            <li>Generate intermediate and leaf certificates under your root CA. These will represent devices, modules, and users interacting with the IoT Edge.</li>
            <li>Each certificate should include a unique subject name to ensure precise identity verification of each entity.</li>
        </ul>
    </li>
    <li><strong>Configure IoT Edge to Use Certificates:</strong>
        <ul>
            <li>Install the root certificate authority on the IoT Edge device. This will help IoT Edge to verify the signatures on identity certificates of clients.</li>
            <li>Deploy device and module certificates onto the respective devices and modules.</li>
            <li>Configure Azure IoT Edge runtime to use these certificates by updating its configuration file (`config.yaml`). Specifically, specify the paths to the certificate files and any related keys.</li>
        </ul>
    </li>
    <li><strong>Secure Certificate Storage and Distribution:</strong>
        <ul>
            <li>Use Azure Key Vault or a similar secure store to manage and periodically rotate certificates and private keys.</li>
            <li>Apply best practices for secure access to keys and certificates, ensuring that they are isolated from non-essential components.</li>
        </ul>
    </li>
    <li><strong>Enable Certificate Revocation Checks:</strong>
        <ul>
            <li>Configure IoT Edge to perform revocation checks for certificates against Online Certificate Status Protocol (OCSP) or Certificate Revocation Lists (CRL) to ensure all entities are trusted and valid.</li>
        </ul>
    </li>
    <li><strong>Regularly Audit and Monitor Certification Status:</strong>
        <ul>
            <li>Schedule regular audits of your certificate and key usage to ensure integrity and compliance with security policies.</li>
            <li>Monitor logs and alerts related to certificate validation and access, making use of Azure Security Center for IoT for enhanced visibility.</li>
        </ul>
    </li>
</ol>

<p><strong>References</strong></p>
<ul>
    <li><a href=""https://learn.microsoft.com/en-us/azure/iot-edge/security"">Azure IoT Edge Security</a></li>
</ul>
",recommended,not-tested
b0e9c639-a062-4918-8ce7-a3de9e87deca,C-COGNITIVE-SERVICES-DP-6,Azure Cognitive Service,Information Disclosure,Unauthorized access to customer-managed keys and data loss prevention,Use a secure key management process,"Use Azure Key Vault to create and control your encryption keys life cycle, including key generation, distribution, and storage. Rotate and revoke your keys in Azure Key Vault and your service based on the defined schedule and when there is a key retirement or compromise. Require a certain cryptographic type and minimum key size when generating keys.

When there is a need to use customer-managed key (CMK) in the workload services or applications, ensure you follow the best practices:
- Use a key hierarchy to generate a separate data encryption key (DEK) with your key encryption key (KEK) in your key vault. 
- Ensure keys are registered with Azure Key Vault and implemented via key IDs in each service or application.

To maximize the key material lifetime and portability, bring your own key (BYOK) to the services (i.e., importing HSM-protected keys from your on-premises HSMs into Azure Key Vault). Follow the recommended guideline to perform the key generation and key transfer.

Note: Refer to the below for the FIPS 140-2 level for Azure Key Vault types and FIPS compliance/validation level.
- Software-protected keys in vaults (Premium & Standard SKUs):  FIPS 140-2 Level 1
- HSM-protected keys in vaults (Premium SKU): FIPS 140-2 Level 2
- HSM-protected keys in Managed HSM: FIPS 140-2 Level 3
Azure Key Vault Premium uses a shared HSM infrastructure in the backend. Azure Key Vault Managed HSM uses dedicated, confidential service endpoints with a dedicated HSM for when you need a higher level of key security.",recommended,not-tested
b55ab8e8-2545-448e-bf78-27a86b63c5e8,C-STORAGE-AM-2,Azure Storage,Information Disclosure,Unauthorized network access to Azure Storage Account data,Use only approved services,Use Azure Policy to audit and restrict which services users can provision in your environment. Use Azure Resource Graph to query for and discover resources within their subscriptions. You can also use Azure Monitor to create rules to trigger alerts when a non-approved service is detected.,recommended,not-tested
b8318258-66ec-4784-9ace-61c913576c92,C-BROWSER-CNT-07,Browser,Elevation of Privilege,Attackers exploit browser vulnerabilities to execute malicious code,Configure automatic browser updates,"<p>Implement and regularly update automatic browser updates on all client machines to ensure that the browser always runs the latest secure version. This control minimizes exposure to vulnerabilities by automatically applying patches and security improvements, reducing the window of opportunity for attackers to exploit known weaknesses.</p><p><strong>Implementation Steps:</strong></p><p><strong>Enable Automatic Updates:</strong><br>Configure the browser’s settings to allow automatic updates. This can typically be done via built-in options or centralized management tools such as Group Policy or MDM solutions.</p><p><strong>Verify Update Channels:</strong><br>Ensure that the browser is configured to use the appropriate update channel (e.g., stable, beta) that balances security with compatibility for your organization’s needs.</p><p><strong>Monitor Update Compliance:</strong><br>Regularly audit update logs and use monitoring tools to confirm that all client machines are receiving and installing updates promptly.</p><p><strong>Test Updates in a Controlled Environment:</strong><br>Before deploying updates organization-wide, test them in a controlled environment to ensure compatibility and avoid disruptions.</p><p><strong>References:</strong></p><ul><li><a href=""https://support.mozilla.org/en-US/kb/enforcing-policies-firefox-enterprise"">Mozilla Firefox Enterprise Policies</a></li></ul>",recommended,not-tested
bfececb5-62d3-436d-b550-91e4c5870247,C-BROWSER-CNT-10,Browser,Tampering,Attackers distribute malware through compromised browser extensions,Manage browser extensions securely,"<p>Implement and regularly update secure management of browser extensions on all client machines to prevent unauthorized or malicious extensions from compromising browser security. This control involves enforcing approved extension policies, monitoring for unauthorized installations, and ensuring that all extensions are updated and configured according to security best practices.</p><p><strong>Implementation Steps:</strong></p><p><strong>Enforce Extension Policies:</strong><br>Utilize centralized management tools (e.g., Group Policy, MDM, or browser-specific management consoles) to control which extensions can be installed and used.</p><p><strong>Monitor and Audit Extensions:</strong><br>Regularly review installed extensions to ensure compliance with organizational policies. Remove or block any unapproved or suspicious extensions.</p><p><strong>Regular Updates and Reviews:</strong><br>Ensure that all approved extensions are kept up-to-date and configure automatic updates where possible. Periodically review security guidelines and adjust policies as needed.</p><p><strong>User Education:</strong><br>Educate users about the risks of installing unapproved extensions and provide guidelines for verifying extension authenticity.</p><p><strong>References:</strong></p><ul><li><a href=""https://support.google.com/chrome/a/answer/9296680?hl=en"">Google Chrome Enterprise - Manage Chrome Extensions</a></li></ul>",recommended,not-tested
